Geneid	Length	22784	23406	H13	H14	22783	23386	23404	H11	H12	22785
Hol_evm.model.scaffold13565.3	3723	1502	364	896	1070	520	2	846	366	913	4316
Hol_evm.model.scaffold13565.4	4092	439	269	353	218	78	0	217	24	99	1092
Hol_evm.model.scaffold13565.5	693	1316	956	899	1501	342	0	1101	1069	1903	1830
Hol_evm.model.scaffold13573.1	589	1	0	1	2	9	0	10	47	13	1
Hol_evm.model.scaffold13577.1	381	1	0	0	0	2	0	0	2	1	1
Hol_evm.model.scaffold13582.1	303	395	267	91	121	107	412	202	94	74	16
Hol_evm.model.scaffold13582.2	237	250	84	95	151	198	0	57	137	21	6
Hol_evm.model.scaffold13582.3	1386	414	81	71	326	54	0	31	24	7	11
Hol_evm.model.scaffold13590.1	4905	3	3	0	8	33	0	9	71	98	33
Hol_evm.model.scaffold13592.1	1520	19	4	9	32	33	0	5	80	132	9
Hol_evm.model.scaffold13593.1	582	4	2	0	0	3	0	1	0	0	2
Hol_evm.model.scaffold13596.1	225	0	0	0	0	0	0	0	2	0	0
Hol_evm.model.scaffold13598.1	441	73	35	76	32	70	0	54	13	119	43
Hol_evm.model.scaffold13604.1	732	1	2	5	4	6	0	1	11	13	2
Hol_evm.model.scaffold13613.1	718	1	3	2	8	2	0	2	10	7	4
Hol_evm.model.scaffold13614.1	408	6	2	0	0	3	0	2	2	2	572
Hol_evm.model.scaffold13614.2	375	1	1	0	2	0	0	1	3	1	24
Hol_evm.model.scaffold13614.3	270	1	0	0	0	6	0	0	0	0	38
Hol_evm.model.scaffold13614.6	241	0	0	0	0	2	0	0	10	4	19
Hol_evm.model.scaffold13614.5	243	0	0	2	0	3	0	0	0	0	0
Hol_evm.model.scaffold13614.4	210	0	0	0	0	1	0	0	2	1	7
Hol_evm.model.scaffold13616.1	390	0	1	2	0	3	0	1	3	0	498
Hol_evm.model.scaffold13616.2	1353	3	0	0	2	9	0	0	6	13	2
Hol_evm.model.scaffold13618.1	201	6	7	0	6	73	0	3	18	11	3
Hol_evm.model.scaffold13628.1	1365	1733	624	1831	3765	303	0	1295	2281	1429	3243
Hol_evm.model.scaffold13628.2	258	0	2	0	0	2	0	0	1	0	0
Hol_evm.model.scaffold13629.1	334	8	3	4	6	36	0	38	13	16	33
Hol_evm.model.scaffold13631.1	432	20	1	0	4	2	0	0	1	4	0
Hol_evm.model.scaffold13632.1	1584	5	2	8	10	15	0	2	48	19	263
Hol_evm.model.scaffold13633.1	177	0	10	0	3	4	0	27	3	110	3
Hol_evm.model.scaffold13634.1	3228	2255	785	2276	1567	757	0	1209	1033	1897	980
Hol_evm.model.scaffold13634.2	546	594	328	546	791	460	374	295	537	922	486
Hol_evm.model.scaffold13634.3	855	3035	879	3371	3832	522	2422	1081	1681	3338	1624
Hol_evm.model.scaffold13634.4	1359	230	187	371	82	57	4	243	339	122	803
Hol_evm.model.scaffold13634.5	2058	118	101	169	441	46	0	134	343	623	900
Hol_evm.model.scaffold13634.6	7191	193	100	145	74	112	1	181	99	71	788
Hol_evm.model.scaffold13640.1	234	3	3	0	12	2	0	0	28	24	19
Hol_evm.model.scaffold13640.2	684	3	1	0	5	12	0	2	8	8	60
Hol_evm.model.scaffold13642.1	213	0	0	0	0	0	0	0	6	2	0
Hol_evm.model.scaffold13642.2	249	11	0	0	5	3	0	0	9	4	2
Hol_evm.model.scaffold13642.3	1313	2	2	11	2	3	0	1	7	4	64
Hol_evm.model.scaffold13644.1	690	23	0	6	6	97	0	13	33	3	192
Hol_evm.model.scaffold13646.1	1269	221	104	281	487	37	0	136	57	38	577
Hol_evm.model.scaffold13656.1	325	0	0	0	1	1	0	1	4	2	0
Hol_evm.model.scaffold13656.2	369	0	0	0	0	3	0	2	1	0	0
Hol_evm.model.scaffold13656.3	414	0	1	0	4	7	0	1	3	1	0
Hol_evm.model.scaffold13656.4	237	0	0	0	0	5	0	1	1	0	0
Hol_evm.model.scaffold13661.1	828	5	1	5	18	4	0	6	35	31	2
Hol_evm.model.scaffold13661.2	525	1	3	0	6	1	0	1	18	27	3
Hol_evm.model.scaffold13661.3	642	10	3	0	0	4	0	10	14	18	0
Hol_evm.model.scaffold13661.4	1701	364	14	38	2	17	0	606	43	532	424
Hol_evm.model.scaffold13664.1	965	66	3	139	13	8	0	12	105	4	44
Hol_evm.model.scaffold13671.1	1088	1	8	2	14	18	0	8	25	30	35
Hol_evm.model.scaffold13671.2	369	3	11	0	4	44	0	6	11	8	0
Hol_evm.model.scaffold13671.3	759	4	1	2	0	380	0	18	7	24	1
Hol_evm.model.scaffold13671.4	1902	165	17	132	81	53	0	184	29	58	493
Hol_evm.model.scaffold13671.5	1611	446	98	44	18	17	0	112	45	242	2525
Hol_evm.model.scaffold13671.6	405	53	26	2	20	7	0	16	23	93	340
Hol_evm.model.scaffold13672.1	8996	1969	564	2301	5341	228	3876	803	114	629	42
Hol_evm.model.scaffold13674.1	479	0	37	0	0	13	0	22	6	2	22
Hol_evm.model.scaffold13674.2	249	188	259	81	284	519	4	214	449	444	153
Hol_evm.model.scaffold13676.1	1232	3579	2984	3969	2988	689	1652	2498	748	1701	3782
Hol_evm.model.scaffold13676.2	1803	136	119	21	14	50	0	32	12	29	950
Hol_evm.model.scaffold13676.3	294	1	0	0	44	2	0	0	2	7	8
Hol_evm.model.scaffold13677.1	564	3348	3425	8255	4280	1185	8475	4588	2281	7731	2618
Hol_evm.model.scaffold13677.2	774	110	60	102	4	21	0	167	70	7	64
Hol_evm.model.scaffold13683.1	508	6	20	7	23	60	0	17	67	69	20
Hol_evm.model.scaffold13684.1	562	9	2	7	13	9	0	11	15	33	3
Hol_evm.model.scaffold13687.1	642	380	151	269	321	131	0	185	6	3	410
Hol_evm.model.scaffold13687.2	390	5	4	0	1	2	0	0	4	0	1
Hol_evm.model.scaffold13689.1	1026	442	21	635	241	158	6314	3180	1841	1215	58
Hol_evm.model.scaffold13693.1	273	0	9	0	1	3	0	1	10	2	1
Hol_evm.model.scaffold13693.2	216	0	12	28	0	0	0	1	1	0	1
Hol_evm.model.scaffold13693.3	276	0	0	0	3	2	0	1	2	0	1
Hol_evm.model.scaffold13697.1	555	1	2	0	9	1	0	79	5	0	15
Hol_evm.model.scaffold13697.2	429	0	0	0	1	1	0	1	0	0	3
Hol_evm.model.scaffold13697.3	381	0	0	0	1	1	0	16	0	0	3
Hol_evm.model.scaffold13697.4	1152	951	276	698	955	311	1	364	352	778	73
Hol_evm.model.scaffold13698.1	2010	742	557	609	257	208	1132	3064	730	1366	2462
Hol_evm.model.scaffold13698.2	1356	821	237	297	927	59	0	217	542	129	3312
Hol_evm.model.scaffold13699.1	669	10	1	1	5	245	0	1	16	22	7
Hol_evm.model.scaffold13699.2	1041	2	0	5	6	297	0	4	22	6	1
Hol_evm.model.scaffold13699.3	1611	0	78	2	0	13	0	1	8	20	9
Hol_evm.model.scaffold13699.4	1518	4	22	1	17	94	0	0	27	27	24
Hol_evm.model.scaffold13699.5	798	485	344	594	1163	68	0	406	666	368	1588
Hol_evm.model.scaffold13699.6	351	1145	1046	302	536	513	852	750	594	416	557
Hol_evm.model.scaffold13703.1	1093	29	4	2	5	36	0	30	9	270	1
Hol_evm.model.scaffold13705.1	312	83	18	12	38	8	0	19	25	1	536
Hol_evm.model.scaffold13706.1	429	52	52	161	0	22	0	68	1	0	7
Hol_evm.model.scaffold13706.2	372	0	2	0	1	5	0	1	0	9	0
Hol_evm.model.scaffold13706.3	267	2	0	0	0	0	0	0	0	0	0
Hol_evm.model.scaffold13706.4	199	0	0	0	0	0	0	0	3	2	0
Hol_evm.model.scaffold13709.1	561	25	0	0	2	6	0	1	3	3	1
Hol_evm.model.scaffold13709.2	936	855	157	686	1037	217	0	215	541	1128	1746
Hol_evm.model.scaffold13709.3	450	837	426	972	2039	187	0	679	422	1743	451
Hol_evm.model.scaffold13709.4	798	668	114	488	711	24	0	304	242	841	3102
Hol_evm.model.scaffold13709.5	1011	938	99	997	1737	86	104	865	952	2937	1682
Hol_evm.model.scaffold13709.6	264	20	18	4	0	305	0	18	65	0	69
Hol_evm.model.scaffold13709.7	870	689	401	429	467	297	0	424	313	614	1323
Hol_evm.model.scaffold13709.8	498	320	240	331	309	117	4760	264	26	141	444
Hol_evm.model.scaffold13713.1	360	5	0	3	3	0	0	2	6	4	47
Hol_evm.model.scaffold13713.2	426	294	301	148	285	113	0	298	83	11	13
Hol_evm.model.scaffold13719.2	438	0	0	4	12	2	0	0	6	2	1
Hol_evm.model.scaffold13719.1	168	1	0	0	4	1	0	0	2	0	1
Hol_evm.model.scaffold13721.1	2406	6	2	2	24	15	1	14	59	51	1279
Hol_evm.model.scaffold13728.1	495	64	2	13	6	6	0	9	31	23	204
Hol_evm.model.scaffold13730.1	1695	6	5	12	31	19	0	5	108	92	21
Hol_evm.model.scaffold13730.2	1824	2	3	1	2	18	0	4	20	11	1
Hol_evm.model.scaffold13733.1	436	21	6	3	4	22	0	1	4	15	15
Hol_evm.model.scaffold13735.1	324	0	2	0	0	3	0	0	1	1	0
Hol_evm.model.scaffold13735.2	1176	6734	2490	3967	11355	780	131	5229	1225	7836	75
Hol_evm.model.scaffold13735.3	1176	1001	505	1101	9353	129	0	401	2131	1553	30
Hol_evm.model.scaffold13735.4	1119	1772	956	3125	5017	324	724	2370	913	3613	39
Hol_evm.model.scaffold13735.5	1944	2	112	2	23	353	0	10	19	19	4
Hol_evm.model.scaffold13735.6	1116	25430	11299	16949	21831	3481	233	6754	1198	7219	619
Hol_evm.model.scaffold13735.7	214	0	12	0	1	2	0	0	1	4	0
Hol_evm.model.scaffold13736.1	423	17	1	2	4	4	0	5	2	5	4
Hol_evm.model.scaffold13736.2	1419	2548	1578	2077	3113	57	6590	1539	184	926	1288
Hol_evm.model.scaffold13736.3	1764	512	891	97	84	121	0	316	452	177	160
Hol_evm.model.scaffold13736.4	1191	1559	494	1943	3019	320	0	826	837	3043	1529
Hol_evm.model.scaffold13740.1	261	31	15	19	1	8	0	30	6	11	2
Hol_evm.model.scaffold13743.1	900	79	11	65	232	65	0	14	12	9	11
Hol_evm.model.scaffold13743.2	1119	292	19	373	290	32	0	167	597	515	296
Hol_evm.model.scaffold13743.3	948	1184	494	1725	1032	315	0	854	809	210	1181
Hol_evm.model.scaffold13743.4	411	813	369	750	1012	160	0	337	326	233	1768
Hol_evm.model.scaffold13745.2	197	2	0	0	0	2	0	1	4	2	1
Hol_evm.model.scaffold13745.1	230	4	6	0	0	5	0	6	2	1	28
Hol_evm.model.scaffold13749.1	2109	6632	2137	1988	1946	1546	0	1512	1614	3056	1697
Hol_evm.model.scaffold13749.2	276	282	285	398	889	179	0	454	811	1540	603
Hol_evm.model.scaffold13757.1	284	0	1	0	2	2	0	1	0	0	0
Hol_evm.model.scaffold13759.1	327	1	1	0	7	5	0	0	16	18	25
Hol_evm.model.scaffold13759.2	424	6	1	41	1	14	0	7	64	5	14
Hol_evm.model.scaffold13762.1	204	1	0	1	1	1	0	1	6	1	0
Hol_evm.model.scaffold13768.1	783	1931	609	1376	1069	397	0	870	773	1624	1507
Hol_evm.model.scaffold13768.2	1128	761	60	1299	1174	120	0	404	809	1898	756
Hol_evm.model.scaffold13768.3	237	1020	771	1167	1816	612	91	1196	4139	3415	914
Hol_evm.model.scaffold13768.4	465	524	190	682	578	136	789	700	723	2446	276
Hol_evm.model.scaffold13768.5	840	3093	1615	3557	5732	1001	5422	2316	4460	5795	2208
Hol_evm.model.scaffold13768.6	2034	4921	872	2039	2929	1216	3272	559	1498	7116	2287
Hol_evm.model.scaffold13768.7	1362	309	207	96	679	100	0	6	20	39	219
Hol_evm.model.scaffold13768.8	1014	250	182	209	522	46	0	318	976	542	445
Hol_evm.model.scaffold13768.9	513	13	1	0	5	4	0	1	8	16	1
Hol_evm.model.scaffold13768.10	1728	7	4	0	4	10	0	1	7	0	337
Hol_evm.model.scaffold13778.1	222	328	173	132	94	10	529	190	4	10	383
Hol_evm.model.scaffold13781.1	254	1	1	2	3	2	0	0	5	4	0
Hol_evm.model.scaffold13781.2	525	924	226	496	443	63	45	510	85	202	2112
Hol_evm.model.scaffold13781.3	615	10881	2713	10722	8717	1297	11886	12431	5171	8215	5709
Hol_evm.model.scaffold13783.1	1305	118	13	85	1445	72	0	40	490	28	27
Hol_evm.model.scaffold13783.2	1008	41	50	2	181	168	0	53	567	527	6
Hol_evm.model.scaffold13783.3	2616	226	10	163	333	148	0	102	346	30	61
Hol_evm.model.scaffold13783.4	885	548	318	1262	1911	219	0	404	1057	744	1384
Hol_evm.model.scaffold13783.5	354	134	62	159	708	51	0	83	458	118	364
Hol_evm.model.scaffold13785.1	249	1	5	0	16	6	0	2	21	25	1
Hol_evm.model.scaffold13787.1	874	448	32	226	813	54	0	252	176	664	390
Hol_evm.model.scaffold13787.2	1647	221	5	49	740	217	0	160	838	1294	810
Hol_evm.model.scaffold13787.3	1179	1506	417	1705	2279	406	262	1158	1712	695	988
Hol_evm.model.scaffold13787.4	2745	466	122	291	333	43	0	205	185	234	277
Hol_evm.model.scaffold13787.5	801	2737	91	889	223	5	0	82	53	24	1004
Hol_evm.model.scaffold13787.6	1467	25	2	3	7	14	0	4	25	26	25
Hol_evm.model.scaffold13787.7	432	0	1	0	0	32	0	14	14	9	1
Hol_evm.model.scaffold13794.1	318	0	4	0	0	3	0	3	9	1	6
Hol_evm.model.scaffold13794.2	3258	1295	197	411	368	61	0	339	22	332	21492
Hol_evm.model.scaffold13795.1	244	91	68	89	113	130	0	77	222	144	1468
Hol_evm.model.scaffold13796.1	819	8	2	4	23	8	0	1	43	43	293
Hol_evm.model.scaffold13803.1	1353	0	0	0	0	5	0	2	6	0	3
Hol_evm.model.scaffold13803.2	366	1	1	13	4	3	0	19	25	1	1
Hol_evm.model.scaffold13803.3	3012	60	32	115	7	29	0	129	15	30	1659
Hol_evm.model.scaffold13803.4	2040	165	25	79	11	84	0	41	32	29	1766
Hol_evm.model.scaffold13803.5	567	142	28	32	777	57	0	176	170	9	41
Hol_evm.model.scaffold13803.6	876	537	206	554	985	159	14	386	789	1558	1983
Hol_evm.model.scaffold13803.7	432	2274	1845	3757	4272	511	1623	1534	1956	5766	1527
Hol_evm.model.scaffold13803.8	1671	313	194	171	146	26	0	193	287	131	1071
Hol_evm.model.scaffold13803.9	330	4	0	2	2	2	0	1	5	0	1
Hol_evm.model.scaffold13805.1	708	711	587	755	764	160	0	504	473	1079	1106
Hol_evm.model.scaffold13805.2	621	380	283	483	781	68	0	279	402	265	570
Hol_evm.model.scaffold13805.3	8247	721	308	1456	1033	584	18103	485	814	730	943
Hol_evm.model.scaffold13805.4	1212	592	387	839	720	58	0	356	529	727	3681
Hol_evm.model.scaffold13805.5	1845	1265	262	525	467	36	0	612	2	677	145
Hol_evm.model.scaffold13806.1	199	6	2	12	1	4	0	3	2	4	40
Hol_evm.model.scaffold13810.1	273	24	2	34	13	1	0	10	2	0	77
Hol_evm.model.scaffold13816.1	3166	31	27	28	30	91	0	70	237	169	30
Hol_evm.model.scaffold13824.1	191	0	0	1	0	2	0	0	7	4	2
Hol_evm.model.scaffold13824.2	1215	2	6	33	2	15	0	2	16	7	106
Hol_evm.model.scaffold13834.1	641	1	0	0	0	57	0	42	6	235	1
Hol_evm.model.scaffold13834.2	303	1253	977	1596	3721	538	3650	3314	4054	7551	1716
Hol_evm.model.scaffold13834.3	1329	214	132	243	678	28	0	122	265	472	1018
Hol_evm.model.scaffold13834.4	1947	160	58	304	598	211	0	108	630	464	440
Hol_evm.model.scaffold13837.1	929	0	2	0	0	6	0	0	0	0	13
Hol_evm.model.scaffold13838.1	477	18	56	6	84	135	1	42	2738	3	5
Hol_evm.model.scaffold13838.2	1029	2919	1053	1239	3454	274	2623	1418	1655	2242	2046
Hol_evm.model.scaffold13838.3	201	172	104	150	136	35	0	138	128	398	693
Hol_evm.model.scaffold13838.4	3061	245	56	124	239	42	0	101	107	162	584
Hol_evm.model.scaffold13840.1	396	51	39	1	4	6	0	17	1	0	20
Hol_evm.model.scaffold13840.2	264	10	34	48	0	6	25	83	8	0	8
Hol_evm.model.scaffold13840.3	3918	152	251	588	61	305	5977	1099	272	277	189
Hol_evm.model.scaffold13840.4	4026	1529	896	3546	4602	6009	34312	31060	11926	29370	31
Hol_evm.model.scaffold13840.5	852	12	5	0	23	52	0	38	59	61	5
Hol_evm.model.scaffold13840.6	1131	10	3	4	128	27	0	30	4	17	73
Hol_evm.model.scaffold13840.7	4560	1502	1014	1140	4244	765	144	1633	1498	3837	2156
Hol_evm.model.scaffold13840.8	828	1	1	0	2	33	0	7	4	14	16
Hol_evm.model.scaffold13844.1	201	0	1	0	0	1	0	0	2	1	0
Hol_evm.model.scaffold13844.2	264	0	0	0	2	8	0	12	8	2	0
Hol_evm.model.scaffold13846.1	1512	67	29	26	66	96	0	50	121	208	51
Hol_evm.model.scaffold13846.2	1365	2265	334	2321	931	326	0	1098	338	3736	240
Hol_evm.model.scaffold13846.3	414	594	160	536	789	144	0	611	1090	1599	1097
Hol_evm.model.scaffold13846.4	864	387	117	298	694	260	0	430	634	1149	995
Hol_evm.model.scaffold13846.5	1815	578	354	593	492	265	0	402	657	389	2728
Hol_evm.model.scaffold13846.6	408	107	79	108	56	102	0	158	214	581	200
Hol_evm.model.scaffold13848.1	1878	96	51	42	22	5	0	8	8	27	65
Hol_evm.model.scaffold13850.1	375	1	0	1	2	4	0	0	5	1	0
Hol_evm.model.scaffold13852.1	502	0	7	0	0	3	0	0	7	4	1
Hol_evm.model.scaffold13856.1	448	15	13	12	5	54	0	16	2	1	10
Hol_evm.model.scaffold13858.1	258	118	5	144	0	2	0	8	1	282	21
Hol_evm.model.scaffold13858.2	1158	4250	2395	7385	7600	636	2	2621	262	3207	1954
Hol_evm.model.scaffold13858.3	3246	4342	888	2730	1485	1066	0	1843	512	880	2306
Hol_evm.model.scaffold13858.4	1050	3	34	7	7	24	0	14	14	198	9
Hol_evm.model.scaffold13858.5	1869	3	4	4	2	15	0	9	49	29	4
Hol_evm.model.scaffold13858.6	1257	2	2	0	0	9	0	4	19	19	0
Hol_evm.model.scaffold13858.7	6018	23	154	2	22	1547	0	38	66	54	7
Hol_evm.model.scaffold13858.8	2304	82	211	93	786	472	439	1299	890	1241	122
Hol_evm.model.scaffold13858.9	906	4927	1419	3308	6718	833	2067	3477	1622	4006	5127
Hol_evm.model.scaffold13859.1	305	57	12	79	26	5	0	69	1	25	43
Hol_evm.model.scaffold13859.2	729	0	2	0	25	1	1	29	216	0	100
Hol_evm.model.scaffold13859.3	741	1	45	0	15	36	0	3	4	0	2
Hol_evm.model.scaffold13859.4	873	1588	513	1167	864	606	293	1584	157	391	1376
Hol_evm.model.scaffold13860.1	522	2	2	0	0	3	0	1	2	7	0
Hol_evm.model.scaffold13860.2	1296	177	54	137	257	953	0	68	784	642	139
Hol_evm.model.scaffold13861.1	765	72	141	77	27	5	0	81	34	38	1244
Hol_evm.model.scaffold13868.1	182	34	41	19	1	15	0	21	1	70	21
Hol_evm.model.scaffold13872.1	475	57	2	26	0	2	0	1	6	8	1
Hol_evm.model.scaffold13876.1	623	482	304	62	334	16	45	921	170	324	66
Hol_evm.model.scaffold13876.2	363	20	2	1	2	4	0	1	18	9	0
Hol_evm.model.scaffold13877.1	381	951	350	202	468	40	0	272	123	382	277
Hol_evm.model.scaffold13880.1	769	0	3	0	0	9	0	2	9	6	0
Hol_evm.model.scaffold13881.1	635	1	21	1	5	9	0	0	2	0	2
Hol_evm.model.scaffold13881.2	2988	52	132	118	73	15	0	100	392	231	112
Hol_evm.model.scaffold13881.3	3723	312	208	381	395	175	0	214	327	568	389
Hol_evm.model.scaffold13881.4	699	45	32	82	0	6	0	5	4	8	16
Hol_evm.model.scaffold13881.5	540	241	397	218	85	168	1657	409	220	282	282
Hol_evm.model.scaffold13881.6	408	32	24	32	28	23	0	9	2	2	9
Hol_evm.model.scaffold13883.1	166	0	1	0	3	2	0	0	2	0	1
Hol_evm.model.scaffold13883.2	1158	2	6	1	2	5	0	4	4	6	3
Hol_evm.model.scaffold13885.1	176	160	129	346	209	43	0	312	24	25	267
Hol_evm.model.scaffold13885.2	459	321	325	731	481	120	0	673	288	59	830
Hol_evm.model.scaffold13885.3	288	3	2	0	0	0	31	2	0	23	1
Hol_evm.model.scaffold13889.1	960	14	2	6	8	12	0	29	26	11	397
Hol_evm.model.scaffold13889.2	234	12	0	0	0	2	0	13	1	0	63
Hol_evm.model.scaffold13889.3	855	37	77	135	10	57	3	63	64	12	49
Hol_evm.model.scaffold13889.4	1023	6371	3116	6786	2590	665	9440	2081	499	2514	1330
Hol_evm.model.scaffold13889.5	654	0	1	0	0	8	0	1	15	3	0
Hol_evm.model.scaffold13890.1	588	7	3	0	0	6	0	11	2	2	4
Hol_evm.model.scaffold13891.1	252	0	17	0	0	0	0	0	5	3	1
Hol_evm.model.scaffold13897.1	954	33	33	5	14	18	0	33	9	6	8
Hol_evm.model.scaffold13900.1	609	1	0	0	2	1	0	1	7	4	1
Hol_evm.model.scaffold13908.1	646	443	71	393	484	96	0	149	119	763	718
Hol_evm.model.scaffold13911.1	157	1	0	2	1	6	0	0	5	7	1
Hol_evm.model.scaffold13912.1	263	1	2	0	2	4	0	0	5	0	0
Hol_evm.model.scaffold13912.2	408	0	5	1	7	10	0	7	11	7	4
Hol_evm.model.scaffold13912.3	1731	1	5	0	5	14	0	4	5	12	8
Hol_evm.model.scaffold13913.2	176	1	1	0	0	15	0	6	4	3	0
Hol_evm.model.scaffold13913.1	266	0	0	0	4	2	0	2	7	12	1
Hol_evm.model.scaffold13914.1	393	0	0	0	3	2	0	7	0	2	19
Hol_evm.model.scaffold13914.2	255	0	2	0	0	0	0	0	1	0	0
Hol_evm.model.scaffold13918.1	207	0	1	0	0	0	0	0	3	3	1
Hol_evm.model.scaffold13921.1	550	1	0	2	4	2	0	0	7	4	63
Hol_evm.model.scaffold13923.1	513	859	238	726	542	162	16	1221	2194	4587	167
Hol_evm.model.scaffold13923.2	543	13	16	0	38	19	0	53	50	3	1
Hol_evm.model.scaffold13926.1	192	26	0	0	5	5	0	26	0	0	0
Hol_evm.model.scaffold13926.2	906	5030	795	6460	6355	1240	0	1325	808	1742	904
Hol_evm.model.scaffold13928.1	720	1095	245	1864	5422	19	0	251	300	17	750
Hol_evm.model.scaffold13928.2	966	0	1	0	0	4	0	0	3	0	2
Hol_evm.model.scaffold13928.3	657	138	66	117	89	9	0	209	13	372	1346
Hol_evm.model.scaffold13928.4	1521	76	49	401	328	125	485	507	500	382	24
Hol_evm.model.scaffold13928.5	1014	13403	1176	12771	10190	598	0	2728	8253	7386	679
Hol_evm.model.scaffold13928.6	882	436	69	131	1048	113	0	344	1085	2	2440
Hol_evm.model.scaffold13928.7	1149	29	0	63	30	9	0	45	2	410	303
Hol_evm.model.scaffold13932.1	319	9	1	0	0	0	0	0	0	2	2
Hol_evm.model.scaffold13932.2	279	4	2	0	0	3	0	5	6	8	7
Hol_evm.model.scaffold13932.3	792	2	2	2	2	3	0	0	11	3	6
Hol_evm.model.scaffold13932.4	267	234	89	102	104	67	0	153	136	10	165
Hol_evm.model.scaffold13932.5	966	516	63	445	740	152	922	397	908	933	357
Hol_evm.model.scaffold13936.1	1068	19	50	11	308	51	0	49	190	318	102
Hol_evm.model.scaffold13939.1	1625	5	2	0	2	14	0	2	18	16	1
Hol_evm.model.scaffold13940.1	187	42	32	63	162	0	0	46	0	0	106
Hol_evm.model.scaffold13940.2	498	174	6	136	93	3	0	68	20	100	1823
Hol_evm.model.scaffold13940.3	771	117	416	1	24	9	0	646	16	148	21
Hol_evm.model.scaffold13942.1	485	3	3	2	3	14	0	2	7	15	2
Hol_evm.model.scaffold13949.1	225	0	0	0	2	1	0	5	1	2	0
Hol_evm.model.scaffold13949.2	255	0	0	0	0	2	0	1	1	0	1
Hol_evm.model.scaffold13950.1	1044	1530	748	2321	1785	510	1527	916	2338	4063	2236
Hol_evm.model.scaffold13950.2	3453	75	35	7	148	23	0	44	52	145	1541
Hol_evm.model.scaffold13950.3	873	2298	1221	3103	3798	276	1423	1570	2211	3925	2275
Hol_evm.model.scaffold13950.4	336	160	68	79	85	34	0	49	36	4	391
Hol_evm.model.scaffold13952.1	1956	520	713	595	1370	69	0	247	79	218	91
Hol_evm.model.scaffold13952.2	993	18	54	45	64	18	0	17	13	1	57
Hol_evm.model.scaffold13952.3	879	1056	984	870	3416	139	0	625	89	935	814
Hol_evm.model.scaffold13952.4	1464	6613	5638	9763	49467	6603	48478	11212	13270	18115	11707
Hol_evm.model.scaffold13952.5	1181	110	60	7	16	43	0	6	59	50	9
Hol_evm.model.scaffold13959.1	1140	29	108	143	0	168	0	28	69	120	32
Hol_evm.model.scaffold13959.2	825	0	1	4	2	25	0	44	120	9	2
Hol_evm.model.scaffold13959.3	708	8549	6729	10284	26753	1172	34733	7290	4292	11282	368
Hol_evm.model.scaffold13959.4	489	868	752	1385	2073	469	0	1240	1463	1891	746
Hol_evm.model.scaffold13959.5	276	419	390	171	896	129	300	471	686	990	668
Hol_evm.model.scaffold13959.6	993	353	9	186	633	17	0	350	148	622	912
Hol_evm.model.scaffold13959.7	1128	2281	372	1663	664	142	0	804	197	1666	5662
Hol_evm.model.scaffold13959.8	807	9	46	13	133	5	0	14	9	8	40
Hol_evm.model.scaffold13964.1	648	1214	418	1632	2200	349	0	956	2216	1719	2002
Hol_evm.model.scaffold13966.1	968	34	5	20	18	20	0	47	30	32	5
Hol_evm.model.scaffold13967.1	1035	1	2	0	0	4	0	0	3	0	0
Hol_evm.model.scaffold13968.1	357	3	7	2	1	3	0	3	4	6	2
Hol_evm.model.scaffold13969.1	399	102	88	90	248	67	0	181	432	301	348
Hol_evm.model.scaffold13969.2	2778	237	169	216	312	276	0	225	88	1873	1036
Hol_evm.model.scaffold13969.3	528	278	276	323	710	419	0	413	234	1023	873
Hol_evm.model.scaffold13969.4	1461	123	7	617	498	66	0	154	726	2584	285
Hol_evm.model.scaffold13969.5	1011	343	226	365	771	280	0	273	54	123	567
Hol_evm.model.scaffold13969.6	603	88	44	176	412	15	237	125	156	23	1202
Hol_evm.model.scaffold13976.1	1344	7	7	2	8	9	0	4	15	10	6
Hol_evm.model.scaffold13981.1	2725	82	7	46	138	73	0	28	20	35	436
Hol_evm.model.scaffold13982.1	492	2	1	0	15	40	0	2	16	6	3
Hol_evm.model.scaffold13985.1	387	26	303	149	347	695	0	228	1	3	119
Hol_evm.model.scaffold13992.1	534	16	12	10	1	13	0	1	234	5	26
Hol_evm.model.scaffold13992.2	1566	20	3	18	14	34	0	0	39	40	244
Hol_evm.model.scaffold13992.3	507	10	4	9	10	12	0	3	28	26	10
Hol_evm.model.scaffold13992.4	645	201	174	298	951	253	0	187	965	157	320
Hol_evm.model.scaffold13994.1	174	3	0	0	4	2	0	1	10	2	0
Hol_evm.model.scaffold13994.2	852	5	2	0	2	214	0	1	5	10	2
Hol_evm.model.scaffold13994.3	395	11	0	7	0	7	0	0	0	0	0
Hol_evm.model.scaffold13995.1	245	2	6	4	2	9	0	5	10	7	2
Hol_evm.model.scaffold13995.2	249	2	4	7	3	1	0	3	13	2	0
Hol_evm.model.scaffold13995.3	549	0	0	0	5	2	0	4	1	8	0
Hol_evm.model.scaffold13995.4	297	0	0	0	0	0	0	0	0	0	0
Hol_evm.model.scaffold13995.5	510	0	0	0	0	1	0	1	1	0	0
Hol_evm.model.scaffold13995.6	564	0	0	1	0	2	0	3	1	0	0
Hol_evm.model.scaffold13995.7	1962	1	0	0	0	18	0	0	4	6	0
Hol_evm.model.scaffold13997.1	944	92	18	72	58	61	0	68	381	448	491
Hol_evm.model.scaffold13997.2	1242	2	59	3	9	789	0	30	47	32	21
